GHI,Festivo,Gas,PotenciaViento,Precios,Ano,Mes,Dia,Hora,GMT
4253,0,15.04,16390,37.69,2016,6,24,4,2
3970,0,15.04,15429,37.5,2016,6,24,5,2
2445,0,15.04,14860,39.98,2016,6,24,6,2
2303,0,15.04,14099,42,2016,6,24,7,2
5869,0,15.04,12070,41.14,2016,6,24,8,2
14345,0,15.04,9902,43.26,2016,6,24,9,2
23538,0,15.04,8797,43.59,2016,6,24,10,2
28277,0,15.04,8971,42.79,2016,6,24,11,2
30587,0,15.04,11622,41.48,2016,6,24,12,2
31261,0,15.04,15313,39.69,2016,6,24,13,2
31103,0,15.04,20565,36.06,2016,6,24,14,2
30493,0,15.04,28247,32.49,2016,6,24,15,2
28658,0,15.04,36763,32.73,2016,6,24,16,2
25499,0,15.04,45829,32.82,2016,6,24,17,2
22019,0,15.04,49822,34.98,2016,6,24,18,2
18563,0,15.04,49997,35.53,2016,6,24,19,2
12543,0,15.04,48095,34.95,2016,6,24,20,2
6170,0,15.04,43743,33.82,2016,6,24,21,2
4122,0,15.04,40549,35.97,2016,6,24,22,2
3712,0,15.04,40225,35,2016,6,24,23,2
3593,0,15.19,39357,39.03,2016,6,25,0,2
3434,0,15.19,38723,35.4,2016,6,25,1,2
3335,0,15.19,37468,34.1,2016,6,25,2,2
3215,0,15.19,36497,36.38,2016,6,25,3,2
2955,0,15.19,35240,35,2016,6,25,4,2
2572,0,15.19,34865,32,2016,6,25,5,2
2398,0,15.19,33357,33.58,2016,6,25,6,2
2458,0,15.19,31871,33.67,2016,6,25,7,2
5906,0,15.19,31076,36.1,2016,6,25,8,2
14903,0,15.19,30867,37,2016,6,25,9,2
24176,0,15.19,30057,39.07,2016,6,25,10,2
27833,0,15.19,30777,37,2016,6,25,11,2
29510,0,15.19,32147,38.1,2016,6,25,12,2
30509,0,15.19,34680,41.19,2016,6,25,13,2
30839,0,15.19,37626,39.32,2016,6,25,14,2
29873,0,15.19,41186,34.01,2016,6,25,15,2
28560,0,15.19,45138,29.19,2016,6,25,16,2
26696,0,15.19,49000,29,2016,6,25,17,2
24196,0,15.19,52438,29.19,2016,6,25,18,2
19877,0,15.19,54438,29.44,2016,6,25,19,2
13624,0,15.19,56440,35,2016,6,25,20,2
6684,0,15.19,56410,37,2016,6,25,21,2
4312,0,15.19,56037,36.79,2016,6,25,22,2
3972,0,15.19,57193,29.44,2016,6,25,23,2
3797,1,15.35,57491,26.01,2016,6,26,0,2
3542,1,15.35,55394,23.8,2016,6,26,1,2
3444,1,15.35,52777,22.75,2016,6,26,2,2
3140,1,15.35,51443,22.55,2016,6,26,3,2
3166,1,15.35,49787,20,2016,6,26,4,2
3150,1,15.35,48834,18.77,2016,6,26,5,2
2852,1,15.35,48677,16,2016,6,26,6,2
2632,1,15.35,48471,17,2016,6,26,7,2
5478,1,15.35,46635,22.54,2016,6,26,8,2
14943,1,15.35,45416,22.78,2016,6,26,9,2
22036,1,15.35,43129,23.27,2016,6,26,10,2
25891,1,15.35,42511,23.7,2016,6,26,11,2
28740,1,15.35,41839,24.1,2016,6,26,12,2
30204,1,15.35,41977,26.51,2016,6,26,13,2
30630,1,15.35,39843,27.05,2016,6,26,14,2
29800,1,15.35,41735,26.35,2016,6,26,15,2
27850,1,15.35,45333,26.51,2016,6,26,16,2
24860,1,15.35,47882,26.01,2016,6,26,17,2
21871,1,15.35,49662,24.51,2016,6,26,18,2
17521,1,15.35,50940,25.51,2016,6,26,19,2
11727,1,15.35,50525,27,2016,6,26,20,2
5945,1,15.35,48432,31,2016,6,26,21,2
4116,1,15.35,49342,41.1,2016,6,26,22,2
3937,1,15.35,49628,30.35,2016,6,26,23,2
3621,0,15.35,46644,31.69,2016,6,27,0,2
3369,0,15.35,42887,28.45,2016,6,27,1,2
3334,0,15.35,39414,26.8,2016,6,27,2,2
3324,0,15.35,36068,26.8,2016,6,27,3,2
3062,0,15.35,32725,28,2016,6,27,4,2
2485,0,15.35,30811,28.51,2016,6,27,5,2
1422,0,15.35,32801,36.05,2016,6,27,6,2
1687,0,15.35,32626,39.24,2016,6,27,7,2
5361,0,15.35,28708,44.36,2016,6,27,8,2
13082,0,15.35,26481,43.25,2016,6,27,9,2
22956,0,15.35,25168,41.94,2016,6,27,10,2
27938,0,15.35,22846,40.19,2016,6,27,11,2
30226,0,15.35,21757,41.44,2016,6,27,12,2
31475,0,15.35,22344,41.94,2016,6,27,13,2
31535,0,15.35,23319,41.19,2016,6,27,14,2
30653,0,15.35,22854,41,2016,6,27,15,2
29292,0,15.35,22296,41.01,2016,6,27,16,2
26180,0,15.35,24271,41.19,2016,6,27,17,2
22000,0,15.35,26995,40.01,2016,6,27,18,2
17186,0,15.35,27257,39.05,2016,6,27,19,2
10551,0,15.35,28366,40.01,2016,6,27,20,2
4795,0,15.35,29683,41.69,2016,6,27,21,2
3472,0,15.35,34175,41.44,2016,6,27,22,2
3134,0,15.35,37127,37.79,2016,6,27,23,2
2913,0,15.35,35751,40,2016,6,28,0,2
2921,0,15.35,33257,40,2016,6,28,1,2
2859,0,15.35,31202,38.1,2016,6,28,2,2
2140,0,15.35,26653,37.69,2016,6,28,3,2
1443,0,15.35,20211,38.69,2016,6,28,4,2
536,0,15.35,15924,40.77,2016,6,28,5,2
346,0,15.35,12879,42.25,2016,6,28,6,2
1188,0,15.35,11391,43.75,2016,6,28,7,2
3967,0,15.35,14547,44.9,2016,6,28,8,2
8142,0,15.35,13350,44.95,2016,6,28,9,2
13564,0,15.35,12697,45.59,2016,6,28,10,2
17461,0,15.35,13574,45.63,2016,6,28,11,2
18705,0,15.35,13263,46.5,2016,6,28,12,2
19647,0,15.35,15164,46,2016,6,28,13,2
17673,0,15.35,17618,45,2016,6,28,14,2
17266,0,15.35,19003,44.78,2016,6,28,15,2
15101,0,15.35,18447,44.25,2016,6,28,16,2
12846,0,15.35,19477,44.5,2016,6,28,17,2
10872,0,15.35,22558,44.16,2016,6,28,18,2
7744,0,15.35,24810,44.25,2016,6,28,19,2
4252,0,15.35,26062,44.25,2016,6,28,20,2
1004,0,15.35,25832,45.5,2016,6,28,21,2
444,0,15.35,29972,43.75,2016,6,28,22,2
422,0,15.35,33295,39.69,2016,6,28,23,2
412,0,15.05,33002,43.64,2016,6,29,0,2
420,0,15.05,31697,42.69,2016,6,29,1,2
421,0,15.05,29602,40.69,2016,6,29,2,2
408,0,15.05,25700,40.25,2016,6,29,3,2
496,0,15.05,23168,42.28,2016,6,29,4,2
415,0,15.05,20025,43.24,2016,6,29,5,2
418,0,15.05,17340,45,2016,6,29,6,2
929,0,15.05,15236,46.83,2016,6,29,7,2
3996,0,15.05,13052,48.06,2016,6,29,8,2
9511,0,15.05,9949,47.3,2016,6,29,9,2
19560,0,15.05,7644,47.91,2016,6,29,10,2
26150,0,15.05,6796,47.69,2016,6,29,11,2
28801,0,15.05,8031,48,2016,6,29,12,2
30449,0,15.05,10099,47.94,2016,6,29,13,2
29960,0,15.05,12689,46.9,2016,6,29,14,2
28365,0,15.05,17233,46.25,2016,6,29,15,2
25696,0,15.05,20751,45.79,2016,6,29,16,2
22072,0,15.05,24369,45.7,2016,6,29,17,2
19058,0,15.05,28476,45,2016,6,29,18,2
14881,0,15.05,30395,44.16,2016,6,29,19,2
9998,0,15.05,29102,47.5,2016,6,29,20,2
4747,0,15.05,27513,48,2016,6,29,21,2
3176,0,15.05,28319,47.7,2016,6,29,22,2
2967,0,15.05,28508,43.16,2016,6,29,23,2
2788,0,14.98,27970,43.42,2016,6,30,0,2
2651,0,14.98,24771,43.25,2016,6,30,1,2
2491,0,14.98,22200,42.87,2016,6,30,2,2
2300,0,14.98,20361,41.83,2016,6,30,3,2
1691,0,14.98,18954,41.41,2016,6,30,4,2
1357,0,14.98,17918,43.24,2016,6,30,5,2
907,0,14.98,16232,45.19,2016,6,30,6,2
1565,0,14.98,14060,48.01,2016,6,30,7,2
5237,0,14.98,9694,49.88,2016,6,30,8,2
13732,0,14.98,6466,47.26,2016,6,30,9,2
21228,0,14.98,5015,47.12,2016,6,30,10,2
26554,0,14.98,4364,46.83,2016,6,30,11,2
29579,0,14.98,5182,47.79,2016,6,30,12,2
30791,0,14.98,7046,47.5,2016,6,30,13,2
31094,0,14.98,9033,46.07,2016,6,30,14,2
30156,0,14.98,11959,45,2016,6,30,15,2
28795,0,14.98,15435,45,2016,6,30,16,2
26424,0,14.98,16261,45.49,2016,6,30,17,2
23423,0,14.98,17846,44,2016,6,30,18,2
19549,0,14.98,21559,44.03,2016,6,30,19,2
13613,0,14.98,23436,46.4,2016,6,30,20,2
6058,0,14.98,23707,48.01,2016,6,30,21,2
3698,0,14.98,24774,47.12,2016,6,30,22,2
3437,0,14.98,24399,44,2016,6,30,23,2
3467,0,15.28,22468,46,2016,7,1,0,2
3130,0,15.28,20554,44.7,2016,7,1,1,2
3020,0,15.28,18150,42.7,2016,7,1,2,2
3006,0,15.28,15972,41,2016,7,1,3,2
2998,0,15.28,13857,41,2016,7,1,4,2
2935,0,15.28,11450,42,2016,7,1,5,2
2587,0,15.28,9579,44,2016,7,1,6,2
2315,0,15.28,8074,45.16,2016,7,1,7,2
5758,0,15.28,6017,47.12,2016,7,1,8,2
14573,0,15.28,4550,46.83,2016,7,1,9,2
24350,0,15.28,4111,48,2016,7,1,10,2
28939,0,15.28,4475,47.79,2016,7,1,11,2
30877,0,15.28,5520,48.69,2016,7,1,12,2
31932,0,15.28,7723,48.69,2016,7,1,13,2
31772,0,15.28,10469,47.54,2016,7,1,14,2
30828,0,15.28,13581,46.07,2016,7,1,15,2
29678,0,15.28,17096,41.1,2016,7,1,16,2
27665,0,15.28,18662,40.63,2016,7,1,17,2
24487,0,15.28,20841,37.27,2016,7,1,18,2
20439,0,15.28,23331,36.06,2016,7,1,19,2
14762,0,15.28,27069,39.28,2016,7,1,20,2
7268,0,15.28,29226,39.98,2016,7,1,21,2
4526,0,15.28,31564,40,2016,7,1,22,2
4015,0,15.28,31479,37.8,2016,7,1,23,2
3951,0,15.28,28894,43,2016,7,2,0,2
3601,0,15.28,25783,40,2016,7,2,1,2
3432,0,15.28,23484,36.07,2016,7,2,2,2
3386,0,15.28,21101,36,2016,7,2,3,2
3342,0,15.28,19761,35.38,2016,7,2,4,2
3169,0,15.28,19019,32.35,2016,7,2,5,2
2704,0,15.28,18214,31.92,2016,7,2,6,2
2665,0,15.28,17477,31.92,2016,7,2,7,2
6054,0,15.28,15601,35.92,2016,7,2,8,2
16246,0,15.28,14661,37.97,2016,7,2,9,2
24603,0,15.28,13580,43.49,2016,7,2,10,2
28438,0,15.28,13537,42.42,2016,7,2,11,2
30314,0,15.28,14194,44.39,2016,7,2,12,2
31317,0,15.28,14516,47.1,2016,7,2,13,2
31496,0,15.28,15913,45.69,2016,7,2,14,2
30763,0,15.28,18018,47.1,2016,7,2,15,2
29407,0,15.28,20663,43.76,2016,7,2,16,2
27238,0,15.28,24812,41.1,2016,7,2,17,2
23809,0,15.28,29540,38.67,2016,7,2,18,2
19464,0,15.28,34575,37,2016,7,2,19,2
13429,0,15.28,37828,39,2016,7,2,20,2
6842,0,15.28,38230,39,2016,7,2,21,2
4492,0,15.28,39346,38.14,2016,7,2,22,2
4020,0,15.28,42724,36.32,2016,7,2,23,2
4009,1,15.24,42556,36,2016,7,3,0,2
3992,1,15.24,42170,32.19,2016,7,3,1,2
3988,1,15.24,42272,31,2016,7,3,2,2
2755,1,15.24,40013,29,2016,7,3,3,2
2605,1,15.24,39611,25.89,2016,7,3,4,2
3051,1,15.24,39967,25.61,2016,7,3,5,2
2587,1,15.24,39495,25.32,2016,7,3,6,2
2742,1,15.24,35941,25.29,2016,7,3,7,2
5886,1,15.24,32844,28,2016,7,3,8,2
12832,1,15.24,28862,31,2016,7,3,9,2
21628,1,15.24,27180,31.89,2016,7,3,10,2
26962,1,15.24,26894,32.44,2016,7,3,11,2
30063,1,15.24,27802,33.54,2016,7,3,12,2
31197,1,15.24,29559,35.91,2016,7,3,13,2
31365,1,15.24,30427,36.02,2016,7,3,14,2
30784,1,15.24,31202,34.3,2016,7,3,15,2
29646,1,15.24,32874,32.8,2016,7,3,16,2
27159,1,15.24,35956,32.53,2016,7,3,17,2
23124,1,15.24,38644,35.91,2016,7,3,18,2
18047,1,15.24,40859,35.38,2016,7,3,19,2
10909,1,15.24,44855,41.1,2016,7,3,20,2
5456,1,15.24,48214,46.5,2016,7,3,21,2
4197,1,15.24,50378,47.46,2016,7,3,22,2
3948,1,15.24,49339,46.69,2016,7,3,23,2
3720,0,15.21,46688,35.41,2016,7,4,0,2
3581,0,15.21,43039,31.67,2016,7,4,1,2
3420,0,15.21,38171,31.67,2016,7,4,2,2
2665,0,15.21,35062,31.67,2016,7,4,3,2
1755,0,15.21,31484,31.67,2016,7,4,4,2
1475,0,15.21,26856,31.67,2016,7,4,5,2
981,0,15.21,24518,32.4,2016,7,4,6,2
1399,0,15.21,23786,40.11,2016,7,4,7,2
4382,0,15.21,21445,41.83,2016,7,4,8,2
10688,0,15.21,17947,42.73,2016,7,4,9,2
20123,0,15.21,16672,42.08,2016,7,4,10,2
25556,0,15.21,17516,42.91,2016,7,4,11,2
28629,0,15.21,19513,44.57,2016,7,4,12,2
29677,0,15.21,20223,47.1,2016,7,4,13,2
29713,0,15.21,20776,47.12,2016,7,4,14,2
29305,0,15.21,20879,46.94,2016,7,4,15,2
28055,0,15.21,22474,45.83,2016,7,4,16,2
25490,0,15.21,25225,46.69,2016,7,4,17,2
20932,0,15.21,28151,44.68,2016,7,4,18,2
15459,0,15.21,34608,42.83,2016,7,4,19,2
9619,0,15.21,36964,43,2016,7,4,20,2
5141,0,15.21,33259,44.54,2016,7,4,21,2
3919,0,15.21,31884,44.72,2016,7,4,22,2
3885,0,15.21,29284,43,2016,7,4,23,2
3741,0,14.94,27174,44.69,2016,7,5,0,2
3125,0,14.94,24771,41.28,2016,7,5,1,2
2621,0,14.94,20511,39.17,2016,7,5,2,2
1813,0,14.94,18461,37,2016,7,5,3,2
1211,0,14.94,19320,37,2016,7,5,4,2
938,0,14.94,20019,36,2016,7,5,5,2
597,0,14.94,20093,36.6,2016,7,5,6,2
1266,0,14.94,20318,39.74,2016,7,5,7,2
4646,0,14.94,19331,40.11,2016,7,5,8,2
12645,0,14.94,18334,42.86,2016,7,5,9,2
22818,0,14.94,16783,42.74,2016,7,5,10,2
27853,0,14.94,16185,42.57,2016,7,5,11,2
30134,0,14.94,16269,44.38,2016,7,5,12,2
31016,0,14.94,17423,44.69,2016,7,5,13,2
31027,0,14.94,17834,45.3,2016,7,5,14,2
29980,0,14.94,19879,45.79,2016,7,5,15,2
27747,0,14.94,21930,45.94,2016,7,5,16,2
24558,0,14.94,23903,45.69,2016,7,5,17,2
20392,0,14.94,28293,43.89,2016,7,5,18,2
14236,0,14.94,32618,42.3,2016,7,5,19,2
8264,0,14.94,36037,42.03,2016,7,5,20,2
4337,0,14.94,35544,42.52,2016,7,5,21,2
3280,0,14.94,37068,42.34,2016,7,5,22,2
2531,0,14.94,37935,43.22,2016,7,5,23,2
2348,0,14.94,37375,43.03,2016,7,6,0,2
2032,0,14.94,33718,39.25,2016,7,6,1,2
1645,0,14.94,31195,37,2016,7,6,2,2
1423,0,14.94,30073,36,2016,7,6,3,2
1049,0,14.94,27147,35.91,2016,7,6,4,2
885,0,14.94,23693,35.91,2016,7,6,5,2
543,0,14.94,23282,36.07,2016,7,6,6,2
1284,0,14.94,21986,42,2016,7,6,7,2
4684,0,14.94,17444,42.89,2016,7,6,8,2
12005,0,14.94,14727,43.1,2016,7,6,9,2
21370,0,14.94,13860,44.03,2016,7,6,10,2
26593,0,14.94,13555,44.4,2016,7,6,11,2
28633,0,14.94,13725,45,2016,7,6,12,2
29630,0,14.94,12841,44.89,2016,7,6,13,2
29575,0,14.94,13107,44.69,2016,7,6,14,2
27876,0,14.94,15221,44,2016,7,6,15,2
24008,0,14.94,16083,44.1,2016,7,6,16,2
20285,0,14.94,17551,44.31,2016,7,6,17,2
16986,0,14.94,21413,43.39,2016,7,6,18,2
12114,0,14.94,24454,42.88,2016,7,6,19,2
6665,0,14.94,25935,43,2016,7,6,20,2
3282,0,14.94,26293,43.51,2016,7,6,21,2
2622,0,14.94,24960,43.1,2016,7,6,22,2
2532,0,14.94,22942,42.83,2016,7,6,23,2
1946,0,14.8,22987,43.8,2016,7,7,0,2
1732,0,14.8,23471,41.39,2016,7,7,1,2
1661,0,14.8,23009,41.1,2016,7,7,2,2
1652,0,14.8,23733,40.11,2016,7,7,3,2
1221,0,14.8,21933,39.9,2016,7,7,4,2
801,0,14.8,15841,41.66,2016,7,7,5,2
456,0,14.8,10464,42,2016,7,7,6,2
774,0,14.8,9592,42.6,2016,7,7,7,2
2280,0,14.8,10931,43.29,2016,7,7,8,2
4703,0,14.8,8896,43.8,2016,7,7,9,2
7323,0,14.8,9314,44.49,2016,7,7,10,2
9473,0,14.8,9837,44.3,2016,7,7,11,2
12296,0,14.8,8583,44.68,2016,7,7,12,2
13073,0,14.8,10108,44.68,2016,7,7,13,2
12261,0,14.8,12208,44.01,2016,7,7,14,2
11636,0,14.8,15724,43.69,2016,7,7,15,2
10941,0,14.8,18391,44,2016,7,7,16,2
9063,0,14.8,18226,44.49,2016,7,7,17,2
6949,0,14.8,17361,44.55,2016,7,7,18,2
4911,0,14.8,14598,44.05,2016,7,7,19,2
2861,0,14.8,12844,44.02,2016,7,7,20,2
1006,0,14.8,12669,44.68,2016,7,7,21,2
258,0,14.8,12316,44.68,2016,7,7,22,2
145,0,14.8,12107,42.75,2016,7,7,23,2
120,0,14.79,10256,44.19,2016,7,8,0,2
119,0,14.79,8762,42,2016,7,8,1,2
118,0,14.79,8197,42.74,2016,7,8,2,2
120,0,14.79,7046,41,2016,7,8,3,2
119,0,14.79,8173,40.64,2016,7,8,4,2
115,0,14.79,7557,40.98,2016,7,8,5,2
112,0,14.79,7227,41.39,2016,7,8,6,2
583,0,14.79,5790,42.89,2016,7,8,7,2
3792,0,14.79,4657,42.77,2016,7,8,8,2
10488,0,14.79,2677,42.88,2016,7,8,9,2
21280,0,14.79,1762,43.52,2016,7,8,10,2
26909,0,14.79,1503,43.52,2016,7,8,11,2
29193,0,14.79,1754,44.17,2016,7,8,12,2
30312,0,14.79,2078,44.19,2016,7,8,13,2
30081,0,14.79,3836,43.5,2016,7,8,14,2
29174,0,14.79,6430,42.83,2016,7,8,15,2
27225,0,14.79,8320,43.33,2016,7,8,16,2
25263,0,14.79,12350,42.74,2016,7,8,17,2
22521,0,14.79,15895,42,2016,7,8,18,2
18509,0,14.79,19061,41.03,2016,7,8,19,2
12072,0,14.79,20769,41.17,2016,7,8,20,2
5728,0,14.79,22419,42,2016,7,8,21,2
3952,0,14.79,24831,40.39,2016,7,8,22,2
3783,0,14.79,25438,37.49,2016,7,8,23,2
3492,0,14.74,25582,44.19,2016,7,9,0,2
3221,0,14.74,24805,43.01,2016,7,9,1,2
3216,0,14.74,24383,40.17,2016,7,9,2,2
3196,0,14.74,23864,40.21,2016,7,9,3,2
2989,0,14.74,21449,40.1,2016,7,9,4,2
2122,0,14.74,18335,40,2016,7,9,5,2
1281,0,14.74,15634,40,2016,7,9,6,2
1694,0,14.74,13173,40.01,2016,7,9,7,2
5159,0,14.74,10408,44.01,2016,7,9,8,2
13895,0,14.74,7803,43.69,2016,7,9,9,2
23542,0,14.74,7510,40.17,2016,7,9,10,2
28024,0,14.74,8905,40.64,2016,7,9,11,2
30039,0,14.74,9966,41.5,2016,7,9,12,2
30909,0,14.74,10579,42,2016,7,9,13,2
31063,0,14.74,10961,40.64,2016,7,9,14,2
30447,0,14.74,12135,40,2016,7,9,15,2
29263,0,14.74,14158,37.16,2016,7,9,16,2
27385,0,14.74,15805,37.8,2016,7,9,17,2
24213,0,14.74,17758,40,2016,7,9,18,2
19826,0,14.74,18829,40.58,2016,7,9,19,2
12826,0,14.74,20397,43.69,2016,7,9,20,2
6173,0,14.74,21442,45.41,2016,7,9,21,2
4339,0,14.74,23096,44.98,2016,7,9,22,2
4242,0,14.74,23629,42.69,2016,7,9,23,2
4024,1,14.79,23846,47.12,2016,7,10,0,2
3896,1,14.79,22553,42,2016,7,10,1,2
3919,1,14.79,19923,38.73,2016,7,10,2,2
3807,1,14.79,17348,35.72,2016,7,10,3,2
3367,1,14.79,15391,35.5,2016,7,10,4,2
3229,1,14.79,13265,35.5,2016,7,10,5,2
2348,1,14.79,12263,35.5,2016,7,10,6,2
1945,1,14.79,11942,35.33,2016,7,10,7,2
5027,1,14.79,10574,35.65,2016,7,10,8,2
13396,1,14.79,8653,35.72,2016,7,10,9,2
22978,1,14.79,8519,36.12,2016,7,10,10,2
27438,1,14.79,9225,39.01,2016,7,10,11,2
29651,1,14.79,10549,39.2,2016,7,10,12,2
30519,1,14.79,12625,40,2016,7,10,13,2
30544,1,14.79,15435,40,2016,7,10,14,2
29742,1,14.79,18705,36.4,2016,7,10,15,2
28428,1,14.79,22338,35.18,2016,7,10,16,2
26586,1,14.79,23391,35,2016,7,10,17,2
23077,1,14.79,23557,36.8,2016,7,10,18,2
18099,1,14.79,25647,39.44,2016,7,10,19,2
11344,1,14.79,27970,43.39,2016,7,10,20,2
5401,1,14.79,28484,46.79,2016,7,10,21,2
3700,1,14.79,30327,50.25,2016,7,10,22,2
3556,1,14.79,30901,45.14,2016,7,10,23,2
3513,0,14.94,30544,42,2016,7,11,0,2
3341,0,14.94,29145,35.33,2016,7,11,1,2
2976,0,14.94,27189,33.52,2016,7,11,2,2
2983,0,14.94,24968,32.69,2016,7,11,3,2
2418,0,14.94,21791,33.2,2016,7,11,4,2
1781,0,14.94,18675,34.4,2016,7,11,5,2
1238,0,14.94,16121,36.56,2016,7,11,6,2
1492,0,14.94,14072,45,2016,7,11,7,2
4628,0,14.94,11569,49.01,2016,7,11,8,2
13459,0,14.94,9556,50.73,2016,7,11,9,2
23290,0,14.94,8108,50,2016,7,11,10,2
27712,0,14.94,8198,46.01,2016,7,11,11,2
29480,0,14.94,9288,48.03,2016,7,11,12,2
30540,0,14.94,11615,50,2016,7,11,13,2
30444,0,14.94,16260,47.1,2016,7,11,14,2
29860,0,14.94,21174,44.01,2016,7,11,15,2
28568,0,14.94,25326,42.69,2016,7,11,16,2
26443,0,14.94,28460,42.86,2016,7,11,17,2
23286,0,14.94,32228,41.23,2016,7,11,18,2
19365,0,14.94,36777,39.44,2016,7,11,19,2
13261,0,14.94,37638,40.1,2016,7,11,20,2
6333,0,14.94,37993,44.57,2016,7,11,21,2
3997,0,14.94,36164,46.01,2016,7,11,22,2
3781,0,14.94,33775,42,2016,7,11,23,2
3745,0,14.94,30985,42,2016,7,12,0,2
3720,0,14.94,27922,37.16,2016,7,12,1,2
3524,0,14.94,26008,35,2016,7,12,2,2
3047,0,14.94,24436,34.6,2016,7,12,3,2
2612,0,14.94,24112,34.6,2016,7,12,4,2
2595,0,14.94,23826,34.8,2016,7,12,5,2
2418,0,14.94,23507,35.72,2016,7,12,6,2
2379,0,14.94,22710,43.3,2016,7,12,7,2
5479,0,14.94,21906,45,2016,7,12,8,2
16929,0,14.94,20330,43.52,2016,7,12,9,2
24552,0,14.94,20102,44.01,2016,7,12,10,2
27853,0,14.94,20248,44.5,2016,7,12,11,2
29963,0,14.94,21840,46.27,2016,7,12,12,2
31318,0,14.94,25671,48,2016,7,12,13,2
31637,0,14.94,28520,44.02,2016,7,12,14,2
31110,0,14.94,32593,44.02,2016,7,12,15,2
29834,0,14.94,36008,44.1,2016,7,12,16,2
28040,0,14.94,38973,43.69,2016,7,12,17,2
25143,0,14.94,42311,40.17,2016,7,12,18,2
21228,0,14.94,45163,38.43,2016,7,12,19,2
15003,0,14.94,48510,40.1,2016,7,12,20,2
7121,0,14.94,47021,42,2016,7,12,21,2
4646,0,14.94,45538,44.5,2016,7,12,22,2
4266,0,14.94,44686,36.56,2016,7,12,23,2
4239,0,14.9,43209,38.1,2016,7,13,0,2
4176,0,14.9,41279,32.6,2016,7,13,1,2
4150,0,14.9,39951,31.79,2016,7,13,2,2
4169,0,14.9,39954,31.77,2016,7,13,3,2
4172,0,14.9,39863,31.39,2016,7,13,4,2
4137,0,14.9,40473,31.6,2016,7,13,5,2
3450,0,14.9,39814,31.94,2016,7,13,6,2
2734,0,14.9,39545,35.33,2016,7,13,7,2
5182,0,14.9,38904,40.42,2016,7,13,8,2
16399,0,14.9,38627,44.17,2016,7,13,9,2
23887,0,14.9,38817,44.5,2016,7,13,10,2
27232,0,14.9,38503,43.99,2016,7,13,11,2
29001,0,14.9,38130,40.61,2016,7,13,12,2
29830,0,14.9,38413,43.03,2016,7,13,13,2
30368,0,14.9,39462,40.6,2016,7,13,14,2
30019,0,14.9,41348,40,2016,7,13,15,2
29069,0,14.9,42188,41.69,2016,7,13,16,2
27274,0,14.9,44086,42.51,2016,7,13,17,2
24307,0,14.9,44880,40.6,2016,7,13,18,2
20281,0,14.9,46868,40.01,2016,7,13,19,2
14228,0,14.9,50168,40.1,2016,7,13,20,2
7065,0,14.9,52539,40.17,2016,7,13,21,2
4678,0,14.9,54551,38.99,2016,7,13,22,2
4346,0,14.9,56367,35.04,2016,7,13,23,2
4306,0,14.66,58123,32.6,2016,7,14,0,2
4276,0,14.66,56932,31.77,2016,7,14,1,2
4227,0,14.66,52700,29,2016,7,14,2,2
4187,0,14.66,49644,28.1,2016,7,14,3,2
4189,0,14.66,48161,28,2016,7,14,4,2
4029,0,14.66,47814,29,2016,7,14,5,2
3391,0,14.66,47340,31.77,2016,7,14,6,2
2730,0,14.66,46576,35.04,2016,7,14,7,2
5203,0,14.66,44323,38.4,2016,7,14,8,2
13670,0,14.66,44563,38.71,2016,7,14,9,2
21987,0,14.66,42145,40,2016,7,14,10,2
26213,0,14.66,39191,37.5,2016,7,14,11,2
28456,0,14.66,36869,39,2016,7,14,12,2
30134,0,14.66,36532,40.1,2016,7,14,13,2
30901,0,14.66,39120,38.8,2016,7,14,14,2
31230,0,14.66,41160,40.01,2016,7,14,15,2
30321,0,14.66,43550,41.69,2016,7,14,16,2
28552,0,14.66,46983,42,2016,7,14,17,2
25367,0,14.66,50212,41.79,2016,7,14,18,2
20970,0,14.66,53396,42.05,2016,7,14,19,2
14286,0,14.66,56327,41.99,2016,7,14,20,2
6905,0,14.66,55864,42.69,2016,7,14,21,2
4411,0,14.66,54559,42,2016,7,14,22,2
4065,0,14.66,56473,35.72,2016,7,14,23,2
4128,0,14.65,56730,35.04,2016,7,15,0,2
4107,0,14.65,55130,31.45,2016,7,15,1,2
4107,0,14.65,52664,29,2016,7,15,2,2
4090,0,14.65,51899,28.4,2016,7,15,3,2
4079,0,14.65,49806,28.1,2016,7,15,4,2
3912,0,14.65,48042,29,2016,7,15,5,2
3130,0,14.65,47758,30.89,2016,7,15,6,2
2488,0,14.65,44991,33.72,2016,7,15,7,2
5663,0,14.65,39348,40.1,2016,7,15,8,2
16290,0,14.65,35561,43.65,2016,7,15,9,2
24548,0,14.65,31257,42.01,2016,7,15,10,2
28193,0,14.65,27631,41.5,2016,7,15,11,2
29807,0,14.65,25810,42.1,2016,7,15,12,2
31026,0,14.65,24057,43.19,2016,7,15,13,2
31380,0,14.65,23606,42.36,2016,7,15,14,2
31085,0,14.65,24553,42.89,2016,7,15,15,2
30022,0,14.65,26334,43.99,2016,7,15,16,2
28390,0,14.65,29292,44.1,2016,7,15,17,2
25460,0,14.65,32105,43.94,2016,7,15,18,2
21314,0,14.65,34752,42.89,2016,7,15,19,2
14616,0,14.65,37075,42.89,2016,7,15,20,2
6885,0,14.65,39391,44.01,2016,7,15,21,2
4515,0,14.65,42991,42.19,2016,7,15,22,2
4208,0,14.65,44846,40.1,2016,7,15,23,2
